id_1,cannon_teff_1,cannon_logg_1,cannon_m_h_1,cannon_alpha_m_1,cannon_teff_err_1,cannon_logg_err_1,cannon_m_h_err_1,cannon_alpha_m_err_1,cannon_red_chisq_1,ra_1_1,dec_1_1,snrg_1_1,codeindex_1,obsid_1,designation_1,obsdate_1,lmjd_1,mjd_1,planid_1,spid_1,fiberid_1,ra_obs_1,dec_obs_1,snru_1,snrg_2_1,snrr_1,snri_1,snrz_1,objtype_1,class_1,subclass_1,z_1,z_err_1,magtype_1,mag1_1,mag2_1,mag3_1,mag4_1,mag5_1,mag6_1,mag7_1,tsource_1,fibertype_1,tfrom_1,tcomment_1,offsets_1,offset_v_1,ra_2_1,dec_2_1,Separation_1,GAL_LONG_1,GAL_LAT_1,NA_FE_5889,NA_FE_5889_err,id_2,cannon_teff_2,cannon_logg_2,cannon_m_h_2,cannon_alpha_m_2,cannon_teff_err_2,cannon_logg_err_2,cannon_m_h_err_2,cannon_alpha_m_err_2,cannon_red_chisq_2,ra_1_2,dec_1_2,snrg_1_2,codeindex_2,obsid_2,designation_2,obsdate_2,lmjd_2,mjd_2,planid_2,spid_2,fiberid_2,ra_obs_2,dec_obs_2,snru_2,snrg_2_2,snrr_2,snri_2,snrz_2,objtype_2,class_2,subclass_2,z_2,z_err_2,magtype_2,mag1_2,mag2_2,mag3_2,mag4_2,mag5_2,mag6_2,mag7_2,tsource_2,fibertype_2,tfrom_2,tcomment_2,offsets_2,offset_v_2,ra_2_2,dec_2_2,Separation_2,id,cannon_teff,cannon_logg,cannon_m_h,cannon_alpha_m,cannon_teff_err,cannon_logg_err,cannon_m_h_err,cannon_alpha_m_err,cannon_red_chisq,ra_1,dec_1,snrg_1,codeindex,obsid,designation,obsdate,lmjd,mjd,planid,spid,fiberid,ra_obs,dec_obs,snru,snrg_2,snrr,snri,snrz,objtype,class,subclass,z,z_err,magtype,mag1,mag2,mag3,mag4,mag5,mag6,mag7,tsource,fibertype,tfrom,tcomment,offsets,offset_v,ra_2,dec_2,Separation,GAL_LONG_2,GAL_LAT_2,K_FE,K_FE_err,K_FE_kernel,K_FE_kernel_err
spec-56582-VB012N41V1_sp07-208.fits,4578.246903,2.67468079,0.306942041,0.102782424,15.82975998,0.038508251,0.019831301,0.011075824,0.435372617,14.208278,39.289719,41.54000092,270998,165207208,J005649.98+391722.9,16/10/13,56582,56581,VB012N41V1,7,208,14.208278,39.289719,6.13,41.54,65.28,53.81,42.85,Star,STAR,K3,-1.56E-04,3.70E-05,brijhk,13.92,11.8,11.95,11.1,10.66,10.08,9.94,PILOT,Obj,0,VB0049+4104_V1,0,0,14.208278,39.289719,0,,,-0.018544115,0,spec-56582-VB012N41V1_sp07-208.fits,4578.246903,2.67468079,0.306942041,0.102782424,15.82975998,0.038508251,0.019831301,0.011075824,0.435372617,14.208278,39.289719,41.54000092,270998,165207208,J005649.98+391722.9,16/10/13,56582,56581,VB012N41V1,7,208,14.208278,39.289719,6.13,41.54,65.28,53.81,42.85,Star,STAR,K3,-1.56E-04,3.70E-05,brijhk,13.92,11.8,11.95,11.1,10.66,10.08,9.94,PILOT,Obj,0,VB0049+4104_V1,0,0,14.208278,39.289719,0,spec-56582-VB012N41V1_sp07-208.fits,4578.246903,2.67468079,0.306942041,0.102782424,15.82975998,0.038508251,0.019831301,0.011075824,0.435372617,14.208278,39.289719,41.54000092,270998,165207208,J005649.98+391722.9,16/10/13,56582,56581,VB012N41V1,7,208,14.208278,39.289719,6.13,41.54,65.28,53.81,42.85,Star,STAR,K3,-1.56E-04,3.70E-05,brijhk,13.92,11.8,11.95,11.1,10.66,10.08,9.94,PILOT,Obj,0,VB0049+4104_V1,0,0,14.208278,39.289719,0,,,0.764902787,0.114398427,-49.43451707,28.74306811
spec-56592-HD003103N554209V01_sp15-167.fits,4205.596353,1.489037061,0.224936534,0.058069685,10.78223995,0.031166715,0.016995009,0.008145584,0.76233611,6.580692,56.936722,31.90999985,285731,171115167,J002619.36+565612.1,26/10/13,56592,56591,HD003103N554209V01,15,167,6.580692,56.936722,2.75,31.91,83.71,135.5,118.59,Star,STAR,K4,-1.32E-04,3.30E-05,gri,15.22,13.67,12.96,99,99,99,99,LEGUE_LCH,Obj,UCAC4,170235808,0,0,6.580692,56.936722,0,,,0.393528608,0.102944708,spec-56592-HD003103N554209V01_sp15-167.fits,4205.596353,1.489037061,0.224936534,0.058069685,10.78223995,0.031166715,0.016995009,0.008145584,0.76233611,6.580692,56.936722,31.90999985,285731,171115167,J002619.36+565612.1,26/10/13,56592,56591,HD003103N554209V01,15,167,6.580692,56.936722,2.75,31.91,83.71,135.5,118.59,Star,STAR,K4,-1.32E-04,3.30E-05,gri,15.22,13.67,12.96,99,99,99,99,LEGUE_LCH,Obj,UCAC4,170235808,0,0,6.580692,56.936722,0,spec-56592-HD003103N554209V01_sp15-167.fits,4205.596353,1.489037061,0.224936534,0.058069685,10.78223995,0.031166715,0.016995009,0.008145584,0.76233611,6.580692,56.936722,31.90999985,285731,171115167,J002619.36+565612.1,26/10/13,56592,56591,HD003103N554209V01,15,167,6.580692,56.936722,2.75,31.91,83.71,135.5,118.59,Star,STAR,K4,-1.32E-04,3.30E-05,gri,15.22,13.67,12.96,99,99,99,99,LEGUE_LCH,Obj,UCAC4,170235808,0,0,6.580692,56.936722,0,,,0.622761632,0.076323429,24.08738309,11.73636502
spec-56611-GAC061N46V1_sp04-096.fits,5019.670519,2.675097166,-0.087535407,0.050693499,11.13986868,0.027924615,0.013211693,0.004823893,0.984081824,62.072144,46.547926,92.27999878,302316,26904096,J040817.31+463252.5,5/1/12,55932,55931,GAC_061N46_V1,4,96,62.072144,46.547926,2.36,20.36,47.52,69.85,81.93,Star,STAR,G5,-6.00E-06,4.70E-05,ugrijhk,99,13.96,12.43,0,9.93,9.25,9.06,PILOT,Obj,-,XY0406+4655_V1,0,0,62.072144,46.547926,0,,,-0.211073327,0,spec-56611-GAC061N46V1_sp04-096.fits,5019.670519,2.675097166,-0.087535407,0.050693499,11.13986868,0.027924615,0.013211693,0.004823893,0.984081824,62.072144,46.547926,92.27999878,302316,26904096,J040817.31+463252.5,5/1/12,55932,55931,GAC_061N46_V1,4,96,62.072144,46.547926,2.36,20.36,47.52,69.85,81.93,Star,STAR,G5,-6.00E-06,4.70E-05,ugrijhk,99,13.96,12.43,0,9.93,9.25,9.06,PILOT,Obj,-,XY0406+4655_V1,0,0,62.072144,46.547926,0,spec-56611-GAC061N46V1_sp04-096.fits,5019.670519,2.675097166,-0.087535407,0.050693499,11.13986868,0.027924615,0.013211693,0.004823893,0.984081824,62.072144,46.547926,92.27999878,302316,26904096,J040817.31+463252.5,5/1/12,55932,55931,GAC_061N46_V1,4,96,62.072144,46.547926,2.36,20.36,47.52,69.85,81.93,Star,STAR,G5,-6.00E-06,4.70E-05,ugrijhk,99,13.96,12.43,0,9.93,9.25,9.06,PILOT,Obj,-,XY0406+4655_V1,0,0,62.072144,46.547926,0,,,1.109741281,0.017546657,24.08738196,5.483854927
spec-56611-GAC108N21V3_sp13-154.fits,4840.98162,2.538449078,-0.332820068,0.172422557,10.54754025,0.026189574,0.013190019,0.008467942,0.692793255,110.48411,22.901489,101.9100037,305693,178013154,J072156.18+225405.3,14/11/13,56611,56610,GAC108N21V3,13,154,110.48411,22.901489,11.01,101.91,242.12,284.77,213.78,Star,STAR,G5,-1.56E-04,5.20E-05,ugrijhk,99,99,99,99,10.53,9.99,9.88,PILOT,Obj,0,XY0715+2157_V3,0,0,110.48411,22.901489,0,,,-0.06894,0,spec-56611-GAC108N21V3_sp13-154.fits,4840.98162,2.538449078,-0.332820068,0.172422557,10.54754025,0.026189574,0.013190019,0.008467942,0.692793255,110.48411,22.901489,101.9100037,305693,178013154,J072156.18+225405.3,14/11/13,56611,56610,GAC108N21V3,13,154,110.48411,22.901489,11.01,101.91,242.12,284.77,213.78,Star,STAR,G5,-1.56E-04,5.20E-05,ugrijhk,99,99,99,99,10.53,9.99,9.88,PILOT,Obj,0,XY0715+2157_V3,0,0,110.48411,22.901489,0,spec-56611-GAC108N21V3_sp13-154.fits,4840.98162,2.538449078,-0.332820068,0.172422557,10.54754025,0.026189574,0.013190019,0.008467942,0.692793255,110.48411,22.901489,101.9100037,305693,178013154,J072156.18+225405.3,14/11/13,56611,56610,GAC108N21V3,13,154,110.48411,22.901489,11.01,101.91,242.12,284.77,213.78,Star,STAR,G5,-1.56E-04,5.20E-05,ugrijhk,99,99,99,99,10.53,9.99,9.88,PILOT,Obj,0,XY0715+2157_V3,0,0,110.48411,22.901489,0,,,0.948982971,0.032247042,21.66212025,6.568138934
spec-56640-GAC064N42V1_sp10-184.fits,4770.099785,2.668728838,-0.258619865,0.073440087,18.70914711,0.043672803,0.023411904,0.010562234,0.512188253,61.645747,41.231937,45.43999863,339732,37510184,J040634.97+411354.9,3/2/12,55961,55960,GAC_064N42_V1,10,184,61.645747,41.231937,2.65,25.36,52.76,93.77,94.81,Star,STAR,G5,-1.18E-04,4.10E-05,ugrijhk,99,99,99,99,9.71,8.99,8.8,PILOT,Obj,-,XY0418+4208_V1,0,0,61.645747,41.231937,0,,,-0.075429902,0,spec-56640-GAC064N42V1_sp10-184.fits,4770.099785,2.668728838,-0.258619865,0.073440087,18.70914711,0.043672803,0.023411904,0.010562234,0.512188253,61.645747,41.231937,45.43999863,339732,37510184,J040634.97+411354.9,3/2/12,55961,55960,GAC_064N42_V1,10,184,61.645747,41.231937,2.65,25.36,52.76,93.77,94.81,Star,STAR,G5,-1.18E-04,4.10E-05,ugrijhk,99,99,99,99,9.71,8.99,8.8,PILOT,Obj,-,XY0418+4208_V1,0,0,61.645747,41.231937,0,spec-56640-GAC064N42V1_sp10-184.fits,4770.099785,2.668728838,-0.258619865,0.073440087,18.70914711,0.043672803,0.023411904,0.010562234,0.512188253,61.645747,41.231937,45.43999863,339732,37510184,J040634.97+411354.9,3/2/12,55961,55960,GAC_064N42_V1,10,184,61.645747,41.231937,2.65,25.36,52.76,93.77,94.81,Star,STAR,G5,-1.18E-04,4.10E-05,ugrijhk,99,99,99,99,9.71,8.99,8.8,PILOT,Obj,-,XY0418+4208_V1,0,0,61.645747,41.231937,0,,,1.048808186,0.021879993,24.08738216,9.264301445
spec-56640-GAC064N42V2_sp15-204.fits,4967.946071,2.898046137,-0.167662521,0.036849764,28.40871213,0.061641624,0.033108478,0.011177129,0.332692255,64.035951,43.584659,30.46999931,340434,190215204,J041608.62+433504.7,13/12/13,56640,56639,GAC064N42V2,15,204,64.035951,43.584659,3.21,30.47,74.8,73.84,79.74,Star,STAR,G5,-6.70E-05,4.80E-05,ugrijhk,99,15.03,13.68,13.15,11.45,10.82,10.65,PILOT,Obj,0,XY0418+4208_V2,0,0,64.035951,43.584659,0,,,-0.02708347,0,spec-56640-GAC064N42V2_sp15-204.fits,4967.946071,2.898046137,-0.167662521,0.036849764,28.40871213,0.061641624,0.033108478,0.011177129,0.332692255,64.035951,43.584659,30.46999931,340434,190215204,J041608.62+433504.7,13/12/13,56640,56639,GAC064N42V2,15,204,64.035951,43.584659,3.21,30.47,74.8,73.84,79.74,Star,STAR,G5,-6.70E-05,4.80E-05,ugrijhk,99,15.03,13.68,13.15,11.45,10.82,10.65,PILOT,Obj,0,XY0418+4208_V2,0,0,64.035951,43.584659,0,spec-56640-GAC064N42V2_sp15-204.fits,4967.946071,2.898046137,-0.167662521,0.036849764,28.40871213,0.061641624,0.033108478,0.011177129,0.332692255,64.035951,43.584659,30.46999931,340434,190215204,J041608.62+433504.7,13/12/13,56640,56639,GAC064N42V2,15,204,64.035951,43.584659,3.21,30.47,74.8,73.84,79.74,Star,STAR,G5,-6.70E-05,4.80E-05,ugrijhk,99,15.03,13.68,13.15,11.45,10.82,10.65,PILOT,Obj,0,XY0418+4208_V2,0,0,64.035951,43.584659,0,,,0.954745317,0.109712061,19.53588642,22.36525251
spec-56640-VB021N40V2_sp09-215.fits,4355.338894,2.007090168,-0.090439367,0.135607792,8.345037123,0.022406771,0.012399099,0.007526994,0.931174219,22.662834,40.812172,71.91000366,342441,190809215,J013039.08+404843.8,13/12/13,56640,56639,VB021N40V2,9,215,22.662834,40.812172,8.71,71.91,162.71,141.33,136.35,Star,STAR,K3,-2.68E-04,3.70E-05,brijhk,13.37,11.47,11.95,11,10.48,9.82,9.65,PILOT,Obj,0,VB0127+4020_V2,0,0,22.662834,40.812172,0,,,0.461754469,0.054194502,spec-56640-VB021N40V2_sp09-215.fits,4355.338894,2.007090168,-0.090439367,0.135607792,8.345037123,0.022406771,0.012399099,0.007526994,0.931174219,22.662834,40.812172,71.91000366,342441,190809215,J013039.08+404843.8,13/12/13,56640,56639,VB021N40V2,9,215,22.662834,40.812172,8.71,71.91,162.71,141.33,136.35,Star,STAR,K3,-2.68E-04,3.70E-05,brijhk,13.37,11.47,11.95,11,10.48,9.82,9.65,PILOT,Obj,0,VB0127+4020_V2,0,0,22.662834,40.812172,0,spec-56640-VB021N40V2_sp09-215.fits,4355.338894,2.007090168,-0.090439367,0.135607792,8.345037123,0.022406771,0.012399099,0.007526994,0.931174219,22.662834,40.812172,71.91000366,342441,190809215,J013039.08+404843.8,13/12/13,56640,56639,VB021N40V2,9,215,22.662834,40.812172,8.71,71.91,162.71,141.33,136.35,Star,STAR,K3,-2.68E-04,3.70E-05,brijhk,13.37,11.47,11.95,11,10.48,9.82,9.65,PILOT,Obj,0,VB0127+4020_V2,0,0,22.662834,40.812172,0,,,0.918756364,0.053156802,-23.07761377,8.499710248
spec-56641-GAC084N47V1_sp16-227.fits,5087.461069,3.118463418,-0.350764681,0.11300286,16.73294404,0.031843318,0.01892507,0.009419187,0.703412668,82.351058,49.722141,94.12000275,342989,190916227,J052924.25+494319.7,14/12/13,56641,56640,GAC084N47V1,16,227,82.351058,49.722141,20.85,94.12,67.97,70.48,71.12,Star,STAR,G5,-7.50E-05,5.50E-05,ugrijhk,99,99,99,99,10.06,9.47,9.31,PILOT,Obj,0,XY0536+4742_V1,0,0,82.351058,49.722141,0,,,-0.066187057,0,spec-56641-GAC084N47V1_sp16-227.fits,5087.461069,3.118463418,-0.350764681,0.11300286,16.73294404,0.031843318,0.01892507,0.009419187,0.703412668,82.351058,49.722141,94.12000275,342989,190916227,J052924.25+494319.7,14/12/13,56641,56640,GAC084N47V1,16,227,82.351058,49.722141,20.85,94.12,67.97,70.48,71.12,Star,STAR,G5,-7.50E-05,5.50E-05,ugrijhk,99,99,99,99,10.06,9.47,9.31,PILOT,Obj,0,XY0536+4742_V1,0,0,82.351058,49.722141,0,spec-56641-GAC084N47V1_sp16-227.fits,5087.461069,3.118463418,-0.350764681,0.11300286,16.73294404,0.031843318,0.01892507,0.009419187,0.703412668,82.351058,49.722141,94.12000275,342989,190916227,J052924.25+494319.7,14/12/13,56641,56640,GAC084N47V1,16,227,82.351058,49.722141,20.85,94.12,67.97,70.48,71.12,Star,STAR,G5,-7.50E-05,5.50E-05,ugrijhk,99,99,99,99,10.06,9.47,9.31,PILOT,Obj,0,XY0536+4742_V1,0,0,82.351058,49.722141,0,,,1.003346116,0.047762384,-9.947847174,25.1094444
spec-56667-GAC094N35V4_sp02-007.fits,4468.37931,1.870284298,-0.409331402,0.110097474,12.8937447,0.034588359,0.019421617,0.008178213,0.673884415,93.61494,33.262314,51.20999908,378364,204902007,J061427.58+331544.3,9/1/14,56667,56666,GAC094N35V4,2,7,93.61494,33.262314,4.34,51.21,128.65,194.59,167.98,Star,STAR,G5,1.10E-05,5.00E-05,ugrijhk,99,99,99,99,9.96,9.13,8.94,PILOT,Obj,0,XY0617+3508_V4,0,0,93.61494,33.262314,0,,,-0.021355919,0,spec-56667-GAC094N35V4_sp02-007.fits,4468.37931,1.870284298,-0.409331402,0.110097474,12.8937447,0.034588359,0.019421617,0.008178213,0.673884415,93.61494,33.262314,51.20999908,378364,204902007,J061427.58+331544.3,9/1/14,56667,56666,GAC094N35V4,2,7,93.61494,33.262314,4.34,51.21,128.65,194.59,167.98,Star,STAR,G5,1.10E-05,5.00E-05,ugrijhk,99,99,99,99,9.96,9.13,8.94,PILOT,Obj,0,XY0617+3508_V4,0,0,93.61494,33.262314,0,spec-56667-GAC094N35V4_sp02-007.fits,4468.37931,1.870284298,-0.409331402,0.110097474,12.8937447,0.034588359,0.019421617,0.008178213,0.673884415,93.61494,33.262314,51.20999908,378364,204902007,J061427.58+331544.3,9/1/14,56667,56666,GAC094N35V4,2,7,93.61494,33.262314,4.34,51.21,128.65,194.59,167.98,Star,STAR,G5,1.10E-05,5.00E-05,ugrijhk,99,99,99,99,9.96,9.13,8.94,PILOT,Obj,0,XY0617+3508_V4,0,0,93.61494,33.262314,0,,,0.932224265,0.042671019,-49.43451746,0.06488316
spec-56667-GAC094N35V4_sp08-007.fits,4831.091858,2.584340966,-0.234535692,0.08017907,23.13943645,0.056812113,0.028655964,0.011703057,0.272078547,95.369312,34.596079,39.34999847,378722,204908007,J062128.63+343545.8,9/1/14,56667,56666,GAC094N35V4,8,7,95.369312,34.596079,2.82,39.35,50.69,105.47,93.86,Star,STAR,G5,1.11E-04,5.20E-05,ugrijhk,99,15.08,13.95,13.47,11.97,11.33,11.18,PILOT,Obj,0,XY0617+3508_V4,0,0,95.369312,34.596079,0,,,0.83566545,0.067014536,spec-56667-GAC094N35V4_sp08-007.fits,4831.091858,2.584340966,-0.234535692,0.08017907,23.13943645,0.056812113,0.028655964,0.011703057,0.272078547,95.369312,34.596079,39.34999847,378722,204908007,J062128.63+343545.8,9/1/14,56667,56666,GAC094N35V4,8,7,95.369312,34.596079,2.82,39.35,50.69,105.47,93.86,Star,STAR,G5,1.11E-04,5.20E-05,ugrijhk,99,15.08,13.95,13.47,11.97,11.33,11.18,PILOT,Obj,0,XY0617+3508_V4,0,0,95.369312,34.596079,0,spec-56667-GAC094N35V4_sp08-007.fits,4831.091858,2.584340966,-0.234535692,0.08017907,23.13943645,0.056812113,0.028655964,0.011703057,0.272078547,95.369312,34.596079,39.34999847,378722,204908007,J062128.63+343545.8,9/1/14,56667,56666,GAC094N35V4,8,7,95.369312,34.596079,2.82,39.35,50.69,105.47,93.86,Star,STAR,G5,1.11E-04,5.20E-05,ugrijhk,99,15.08,13.95,13.47,11.97,11.33,11.18,PILOT,Obj,0,XY0617+3508_V4,0,0,95.369312,34.596079,0,,,0.650526629,0.202002854,24.08736397,31.68183851
spec-56670-HD030004N551117V01_sp15-122.fits,4878.18819,2.525505944,-0.322647339,0.091282743,11.97449595,0.030624599,0.015135613,0.007299187,0.665656318,45.255958,56.011756,88.62999725,385563,244015122,J030101.42+560042.3,12/1/14,56670,56669,HD030004N551117V01,15,122,45.255958,56.011756,8.54,88.63,158.85,222.35,200.4,Star,STAR,G5,-1.31E-04,4.70E-05,gri,12.81,11.62,10.94,99,99,99,99,LEGUE_LCH,Obj,UCAC4,169463228,0,0,45.255958,56.011756,0,,,-0.017054615,0,spec-56670-HD030004N551117V01_sp15-122.fits,4878.18819,2.525505944,-0.322647339,0.091282743,11.97449595,0.030624599,0.015135613,0.007299187,0.665656318,45.255958,56.011756,88.62999725,385563,244015122,J030101.42+560042.3,12/1/14,56670,56669,HD030004N551117V01,15,122,45.255958,56.011756,8.54,88.63,158.85,222.35,200.4,Star,STAR,G5,-1.31E-04,4.70E-05,gri,12.81,11.62,10.94,99,99,99,99,LEGUE_LCH,Obj,UCAC4,169463228,0,0,45.255958,56.011756,0,spec-56670-HD030004N551117V01_sp15-122.fits,4878.18819,2.525505944,-0.322647339,0.091282743,11.97449595,0.030624599,0.015135613,0.007299187,0.665656318,45.255958,56.011756,88.62999725,385563,244015122,J030101.42+560042.3,12/1/14,56670,56669,HD030004N551117V01,15,122,45.255958,56.011756,8.54,88.63,158.85,222.35,200.4,Star,STAR,G5,-1.31E-04,4.70E-05,gri,12.81,11.62,10.94,99,99,99,99,LEGUE_LCH,Obj,UCAC4,169463228,0,0,45.255958,56.011756,0,,,0.999964218,8.703707082,0.040329155,1579.708991
spec-56780-HD115813N032855V01_sp08-024.fits,4633.318446,2.331347074,-0.928598411,0.262506024,15.3844405,0.031535604,0.02063268,0.007773102,0.889568963,180.135864,2.743947,97.79000092,444669,237708024,J120032.60+024438.2,2/5/14,56780,56779,HD115813N032855V01,8,24,180.135864,2.743947,10.95,97.79,178.35,220.85,169.6,Star,STAR,G7,5.57E-04,6.50E-05,gri,13.54,12.8,12.45,99,99,99,99,LEGUE_LCH,Obj,UCAC4,105224298,0,0,180.135864,2.743947,0,,,-0.193548133,0,spec-56780-HD115813N032855V01_sp08-024.fits,4633.318446,2.331347074,-0.928598411,0.262506024,15.3844405,0.031535604,0.02063268,0.007773102,0.889568963,180.135864,2.743947,97.79000092,444669,237708024,J120032.60+024438.2,2/5/14,56780,56779,HD115813N032855V01,8,24,180.135864,2.743947,10.95,97.79,178.35,220.85,169.6,Star,STAR,G7,5.57E-04,6.50E-05,gri,13.54,12.8,12.45,99,99,99,99,LEGUE_LCH,Obj,UCAC4,105224298,0,0,180.135864,2.743947,0,spec-56780-HD115813N032855V01_sp08-024.fits,4633.318446,2.331347074,-0.928598411,0.262506024,15.3844405,0.031535604,0.02063268,0.007773102,0.889568963,180.135864,2.743947,97.79000092,444669,237708024,J120032.60+024438.2,2/5/14,56780,56779,HD115813N032855V01,8,24,180.135864,2.743947,10.95,97.79,178.35,220.85,169.6,Star,STAR,G7,5.57E-04,6.50E-05,gri,13.54,12.8,12.45,99,99,99,99,LEGUE_LCH,Obj,UCAC4,105224298,0,0,180.135864,2.743947,0,,,1.133553391,0.019469871,24.08738333,1.81E-09
spec-56798-HD163334N102208V01_sp08-054.fits,4663.089225,2.455283924,-0.580951977,0.030052221,24.57499419,0.058747423,0.032922335,0.011743201,0.610488892,249.791716,10.095938,39.09999847,447382,240808054,J163910.01+100545.3,20/5/14,56798,56797,HD163334N102208V01,8,54,249.791716,10.095938,3.94,39.1,75.35,96.21,69.67,Star,STAR,G5,4.13E-04,5.80E-05,gri,14.31,13.53,13.16,99,99,99,99,LEGUE_LCH,Obj,UCAC4,114934316,0,0,249.791716,10.095938,0,,,-0.079601153,0,spec-56798-HD163334N102208V01_sp08-054.fits,4663.089225,2.455283924,-0.580951977,0.030052221,24.57499419,0.058747423,0.032922335,0.011743201,0.610488892,249.791716,10.095938,39.09999847,447382,240808054,J163910.01+100545.3,20/5/14,56798,56797,HD163334N102208V01,8,54,249.791716,10.095938,3.94,39.1,75.35,96.21,69.67,Star,STAR,G5,4.13E-04,5.80E-05,gri,14.31,13.53,13.16,99,99,99,99,LEGUE_LCH,Obj,UCAC4,114934316,0,0,249.791716,10.095938,0,spec-56798-HD163334N102208V01_sp08-054.fits,4663.089225,2.455283924,-0.580951977,0.030052221,24.57499419,0.058747423,0.032922335,0.011743201,0.610488892,249.791716,10.095938,39.09999847,447382,240808054,J163910.01+100545.3,20/5/14,56798,56797,HD163334N102208V01,8,54,249.791716,10.095938,3.94,39.1,75.35,96.21,69.67,Star,STAR,G5,4.13E-04,5.80E-05,gri,14.31,13.53,13.16,99,99,99,99,LEGUE_LCH,Obj,UCAC4,114934316,0,0,249.791716,10.095938,0,,,1.075529028,0.0347775,24.08738365,4.18E-09
spec-55863-B6302_sp15-042.fits,4004.762648,1.123117784,-0.577926004,0.233997175,20.81177406,0.054535155,0.035701388,0.013958583,2.733890001,357.426356,30.115,20.01000023,1674,1315042,J234942.32+300654.0,28/10/11,55863,55862,B6302,15,42,357.426356,30.115,0,20.01,54.34,85.6,68.03,Star,STAR,K4,-6.52E-04,3.90E-05,ugrizjh,19.57,16.34,15,14.42,14.1,12.77,11.93,PILOT,Obj,-,.,0,0,357.426356,30.115,0,107.3730821,-30.88481227,-0.101043562,0,spec-55863-B6302_sp15-042.fits,4004.762648,1.123117784,-0.577926004,0.233997175,20.81177406,0.054535155,0.035701388,0.013958583,2.733890001,357.426356,30.115,20.01000023,1674,1315042,J234942.32+300654.0,28/10/11,55863,55862,B6302,15,42,357.426356,30.115,0,20.01,54.34,85.6,68.03,Star,STAR,K4,-6.52E-04,3.90E-05,ugrizjh,19.57,16.34,15,14.42,14.1,12.77,11.93,PILOT,Obj,-,.,0,0,357.426356,30.115,0,spec-55863-B6302_sp15-042.fits,4004.762648,1.123117784,-0.577926004,0.233997175,20.81177406,0.054535155,0.035701388,0.013958583,2.733890001,357.426356,30.115,20.01000023,1674,1315042,J234942.32+300654.0,28/10/11,55863,55862,B6302,15,42,357.426356,30.115,0,20.01,54.34,85.6,68.03,Star,STAR,K4,-6.52E-04,3.90E-05,ugrizjh,19.57,16.34,15,14.42,14.1,12.77,11.93,PILOT,Obj,-,.,0,0,357.426356,30.115,0,107.3730821,-30.88481227,0.886016125,0.100623628,-26.33704176,16.44899071
spec-55932-GAC_104N11_V1_sp16-164.fits,4896.588906,2.614162132,-0.708682833,0.01734277,121.6277477,0.287880974,0.150048161,0.041480208,0.177671165,103.39265,13.277721,7.329999924,24740,27316164,J065334.23+131639.7,5/1/12,55932,55931,GAC_104N11_V1,16,164,103.39265,13.277721,1.31,7.33,16.66,27.64,24.48,Star,STAR,G7,6.00E-04,6.40E-05,ugrijhk,99,14.71,13.93,13.6,12.41,11.92,11.81,PILOT,Obj,-,XY0657+1154_V1,0,0,103.39265,13.277721,0,201.3036609,6.475986156,-0.139071791,0,spec-55932-GAC_104N11_V1_sp16-164.fits,4896.588906,2.614162132,-0.708682833,0.01734277,121.6277477,0.287880974,0.150048161,0.041480208,0.177671165,103.39265,13.277721,7.329999924,24740,27316164,J065334.23+131639.7,5/1/12,55932,55931,GAC_104N11_V1,16,164,103.39265,13.277721,1.31,7.33,16.66,27.64,24.48,Star,STAR,G7,6.00E-04,6.40E-05,ugrijhk,99,14.71,13.93,13.6,12.41,11.92,11.81,PILOT,Obj,-,XY0657+1154_V1,0,0,103.39265,13.277721,0,spec-55932-GAC_104N11_V1_sp16-164.fits,4896.588906,2.614162132,-0.708682833,0.01734277,121.6277477,0.287880974,0.150048161,0.041480208,0.177671165,103.39265,13.277721,7.329999924,24740,27316164,J065334.23+131639.7,5/1/12,55932,55931,GAC_104N11_V1,16,164,103.39265,13.277721,1.31,7.33,16.66,27.64,24.48,Star,STAR,G7,6.00E-04,6.40E-05,ugrijhk,99,14.71,13.93,13.6,12.41,11.92,11.81,PILOT,Obj,-,XY0657+1154_V1,0,0,103.39265,13.277721,0,201.3036609,6.475986156,1.14415615,0.156966692,13.2245308,43.14690051
