id_1,cannon_teff_1,cannon_logg_1,cannon_m_h_1,cannon_alpha_m_1,cannon_teff_err_1,cannon_logg_err_1,cannon_m_h_err_1,cannon_alpha_m_err_1,cannon_red_chisq_1,ra_1_1,dec_1_1,snrg_1_1,codeindex_1,obsid_1,designation_1,obsdate_1,lmjd_1,mjd_1,planid_1,spid_1,fiberid_1,ra_obs_1,dec_obs_1,snru_1,snrg_2_1,snrr_1,snri_1,snrz_1,objtype_1,class_1,subclass_1,z_1,z_err_1,magtype_1,mag1_1,mag2_1,mag3_1,mag4_1,mag5_1,mag6_1,mag7_1,tsource_1,fibertype_1,tfrom_1,tcomment_1,offsets_1,offset_v_1,ra_2_1,dec_2_1,Separation_1,GAL_LONG_1,GAL_LAT_1,NA_FE_5889,NA_FE_5889_err,id_2,cannon_teff_2,cannon_logg_2,cannon_m_h_2,cannon_alpha_m_2,cannon_teff_err_2,cannon_logg_err_2,cannon_m_h_err_2,cannon_alpha_m_err_2,cannon_red_chisq_2,ra_1_2,dec_1_2,snrg_1_2,codeindex_2,obsid_2,designation_2,obsdate_2,lmjd_2,mjd_2,planid_2,spid_2,fiberid_2,ra_obs_2,dec_obs_2,snru_2,snrg_2_2,snrr_2,snri_2,snrz_2,objtype_2,class_2,subclass_2,z_2,z_err_2,magtype_2,mag1_2,mag2_2,mag3_2,mag4_2,mag5_2,mag6_2,mag7_2,tsource_2,fibertype_2,tfrom_2,tcomment_2,offsets_2,offset_v_2,ra_2_2,dec_2_2,Separation_2,id,cannon_teff,cannon_logg,cannon_m_h,cannon_alpha_m,cannon_teff_err,cannon_logg_err,cannon_m_h_err,cannon_alpha_m_err,cannon_red_chisq,ra_1,dec_1,snrg_1,codeindex,obsid,designation,obsdate,lmjd,mjd,planid,spid,fiberid,ra_obs,dec_obs,snru,snrg_2,snrr,snri,snrz,objtype,class,subclass,z,z_err,magtype,mag1,mag2,mag3,mag4,mag5,mag6,mag7,tsource,fibertype,tfrom,tcomment,offsets,offset_v,ra_2,dec_2,Separation,GAL_LONG_2,GAL_LAT_2,K_FE,K_FE_err,K_FE_kernel,K_FE_kernel_err
spec-55938-B5593805_sp07-161.fits,4273.683035,1.131823104,-1.349731294,0.16945346,138.6170698,0.344880908,0.244350576,0.094811719,0.089058072,170.79063,26.215551,3.190000057,25067,19307161,J112309.75+261255.9,22/12/11,55918,55917,B5591804,7,161,170.79063,26.215551,1.09,16.72,43.54,60.8,42.31,Star,STAR,G5,3.77E-04,4.50E-05,ugrizjh,18.72,15.56,14.32,13.89,13.54,12.24,11.48,PILOT,Obj,-,-,0,0,170.79063,26.215551,0,210.5462527,70.28354177,-0.012017873,0,spec-55938-B5593805_sp07-161.fits,4273.683035,1.131823104,-1.349731294,0.16945346,138.6170698,0.344880908,0.244350576,0.094811719,0.089058072,170.79063,26.215551,3.190000057,25067,19307161,J112309.75+261255.9,22/12/11,55918,55917,B5591804,7,161,170.79063,26.215551,1.09,16.72,43.54,60.8,42.31,Star,STAR,G5,3.77E-04,4.50E-05,ugrizjh,18.72,15.56,14.32,13.89,13.54,12.24,11.48,PILOT,Obj,-,-,0,0,170.79063,26.215551,0,spec-55938-B5593805_sp07-161.fits,4273.683035,1.131823104,-1.349731294,0.16945346,138.6170698,0.344880908,0.244350576,0.094811719,0.089058072,170.79063,26.215551,3.190000057,25067,19307161,J112309.75+261255.9,22/12/11,55918,55917,B5591804,7,161,170.79063,26.215551,1.09,16.72,43.54,60.8,42.31,Star,STAR,G5,3.77E-04,4.50E-05,ugrizjh,18.72,15.56,14.32,13.89,13.54,12.24,11.48,PILOT,Obj,-,-,0,0,170.79063,26.215551,0,210.5462527,70.28354177,1.275156564,0.142255826,6.459539849,100.913933
spec-55940-B5594006_sp07-117.fits,4658.713455,2.902394708,-0.500545241,0.015670038,135.8542735,0.265415783,0.163927709,0.052875937,0.081058105,169.215461,25.510708,6.579999924,31470,29307117,J111651.71+253038.5,13/1/12,55940,55939,B5594006,7,117,169.215461,25.510708,1.76,6.58,17.84,10.88,10.23,Star,STAR,K0,3.43E-04,4.80E-05,ugrizjh,17.71,15.79,15.07,14.81,14.68,13.67,13.15,PILOT,Obj,-,-,0,0,169.215461,25.510708,0,211.931909,68.77647716,-0.05864862,0,spec-55940-B5594006_sp07-117.fits,4658.713455,2.902394708,-0.500545241,0.015670038,135.8542735,0.265415783,0.163927709,0.052875937,0.081058105,169.215461,25.510708,6.579999924,31470,29307117,J111651.71+253038.5,13/1/12,55940,55939,B5594006,7,117,169.215461,25.510708,1.76,6.58,17.84,10.88,10.23,Star,STAR,K0,3.43E-04,4.80E-05,ugrizjh,17.71,15.79,15.07,14.81,14.68,13.67,13.15,PILOT,Obj,-,-,0,0,169.215461,25.510708,0,spec-55940-B5594006_sp07-117.fits,4658.713455,2.902394708,-0.500545241,0.015670038,135.8542735,0.265415783,0.163927709,0.052875937,0.081058105,169.215461,25.510708,6.579999924,31470,29307117,J111651.71+253038.5,13/1/12,55940,55939,B5594006,7,117,169.215461,25.510708,1.76,6.58,17.84,10.88,10.23,Star,STAR,K0,3.43E-04,4.80E-05,ugrizjh,17.71,15.79,15.07,14.81,14.68,13.67,13.15,PILOT,Obj,-,-,0,0,169.215461,25.510708,0,211.931909,68.77647716,1.150531497,0.217297547,-23.6230963,69.06887649
spec-55940-GAC_071N52_V3_sp12-022.fits,4451.88535,1.813863968,-0.191736796,0.067545815,41.21061804,0.111310871,0.05828906,0.018780533,0.37410595,73.603608,53.774603,6.829999924,33817,29812022,J045424.86+534628.5,13/1/12,55940,55939,GAC_071N52_V3,12,22,73.603608,53.774603,1.07,6.83,28.96,60.28,67.16,Star,STAR,K5,-1.22E-04,2.90E-05,ugrijhk,99,15,13.03,0,9.83,8.82,8.57,PILOT,Obj,-,XY0444+5220_V3,0,0,73.603608,53.774603,0,154.1822444,6.361661221,-0.187762094,0,spec-55940-GAC_071N52_V3_sp12-022.fits,4451.88535,1.813863968,-0.191736796,0.067545815,41.21061804,0.111310871,0.05828906,0.018780533,0.37410595,73.603608,53.774603,6.829999924,33817,29812022,J045424.86+534628.5,13/1/12,55940,55939,GAC_071N52_V3,12,22,73.603608,53.774603,1.07,6.83,28.96,60.28,67.16,Star,STAR,K5,-1.22E-04,2.90E-05,ugrijhk,99,15,13.03,0,9.83,8.82,8.57,PILOT,Obj,-,XY0444+5220_V3,0,0,73.603608,53.774603,0,spec-55940-GAC_071N52_V3_sp12-022.fits,4451.88535,1.813863968,-0.191736796,0.067545815,41.21061804,0.111310871,0.05828906,0.018780533,0.37410595,73.603608,53.774603,6.829999924,33817,29812022,J045424.86+534628.5,13/1/12,55940,55939,GAC_071N52_V3,12,22,73.603608,53.774603,1.07,6.83,28.96,60.28,67.16,Star,STAR,K5,-1.22E-04,2.90E-05,ugrijhk,99,15,13.03,0,9.83,8.82,8.57,PILOT,Obj,-,XY0444+5220_V3,0,0,73.603608,53.774603,0,154.1822444,6.361661221,0.963089601,0.124531933,12.20541247,20.21562764
spec-55940-GAC_103N06_V3_sp12-085.fits,5070.56272,3.299008945,-0.61376828,0.100177645,125.5092003,0.1902018,0.138186041,0.057590152,0.177168223,104.74085,8.2874616,12.80000019,35949,30112085,J065857.80+081714.8,13/1/12,55940,55939,GAC_103N06_V3,12,85,104.74085,8.2874616,1.77,12.8,20.52,17.78,15.55,Star,STAR,G8,8.90E-05,6.10E-05,ugrijhk,99,14.65,13.93,13.67,12.52,12.06,11.93,PILOT,Obj,-,XY0654+0643_V3,0,0,104.74085,8.2874616,0,206.3871041,5.430528221,-0.015408421,0,spec-55940-GAC_103N06_V3_sp12-085.fits,5070.56272,3.299008945,-0.61376828,0.100177645,125.5092003,0.1902018,0.138186041,0.057590152,0.177168223,104.74085,8.2874616,12.80000019,35949,30112085,J065857.80+081714.8,13/1/12,55940,55939,GAC_103N06_V3,12,85,104.74085,8.2874616,1.77,12.8,20.52,17.78,15.55,Star,STAR,G8,8.90E-05,6.10E-05,ugrijhk,99,14.65,13.93,13.67,12.52,12.06,11.93,PILOT,Obj,-,XY0654+0643_V3,0,0,104.74085,8.2874616,0,spec-55940-GAC_103N06_V3_sp12-085.fits,5070.56272,3.299008945,-0.61376828,0.100177645,125.5092003,0.1902018,0.138186041,0.057590152,0.177168223,104.74085,8.2874616,12.80000019,35949,30112085,J065857.80+081714.8,13/1/12,55940,55939,GAC_103N06_V3,12,85,104.74085,8.2874616,1.77,12.8,20.52,17.78,15.55,Star,STAR,G8,8.90E-05,6.10E-05,ugrijhk,99,14.65,13.93,13.67,12.52,12.06,11.93,PILOT,Obj,-,XY0654+0643_V3,0,0,104.74085,8.2874616,0,206.3871041,5.430528221,1.080338311,0.204804878,-49.47692613,0.226482635
spec-55960-GAC_071N47_V2_sp12-102.fits,4717.230297,2.546119061,-0.33724235,0.108714138,125.2860106,0.277942361,0.156416929,0.049848136,0.113593352,73.937244,49.006493,6.590000153,45688,36912102,J045544.93+490023.3,2/2/12,55960,55959,GAC_071N47_V2,12,102,73.937244,49.006493,1.26,6.59,13.85,17.42,17.62,Star,STAR,K1,-1.27E-04,5.00E-05,ugrijhk,99,99,99,99,11.98,11.3,11.14,PILOT,Obj,-,XY0445+4728_V2,0,0,73.937244,49.006493,0,158.0496961,3.544660214,0.409196897,1.853880166,spec-55960-GAC_071N47_V2_sp12-102.fits,4717.230297,2.546119061,-0.33724235,0.108714138,125.2860106,0.277942361,0.156416929,0.049848136,0.113593352,73.937244,49.006493,6.590000153,45688,36912102,J045544.93+490023.3,2/2/12,55960,55959,GAC_071N47_V2,12,102,73.937244,49.006493,1.26,6.59,13.85,17.42,17.62,Star,STAR,K1,-1.27E-04,5.00E-05,ugrijhk,99,99,99,99,11.98,11.3,11.14,PILOT,Obj,-,XY0445+4728_V2,0,0,73.937244,49.006493,0,spec-55960-GAC_071N47_V2_sp12-102.fits,4717.230297,2.546119061,-0.33724235,0.108714138,125.2860106,0.277942361,0.156416929,0.049848136,0.113593352,73.937244,49.006493,6.590000153,45688,36912102,J045544.93+490023.3,2/2/12,55960,55959,GAC_071N47_V2,12,102,73.937244,49.006493,1.26,6.59,13.85,17.42,17.62,Star,STAR,K1,-1.27E-04,5.00E-05,ugrijhk,99,99,99,99,11.98,11.3,11.14,PILOT,Obj,-,XY0445+4728_V2,0,0,73.937244,49.006493,0,158.0496961,3.544660214,0.967584084,0.469963072,-49.43451755,0.569965383
spec-55961-GAC_064N42_V1_sp14-214.fits,4075.370336,1.544205093,-0.317480951,0.078530776,37.81309055,0.093520103,0.057262081,0.019812495,0.277707156,61.9151,42.62347,9.399999619,47465,37514214,J040739.62+423724.4,3/2/12,55961,55960,GAC_064N42_V1,14,214,61.9151,42.62347,0,9.4,25.68,52.1,56.55,Star,STAR,K4,-1.26E-04,2.90E-05,ugrijhk,99,15.2,13.57,0,10.96,10.1,9.88,PILOT,Obj,-,XY0418+4208_V1,0,0,61.9151,42.62347,0,156.9786973,-6.913569196,0.746295012,0.141673171,spec-55961-GAC_064N42_V1_sp14-214.fits,4075.370336,1.544205093,-0.317480951,0.078530776,37.81309055,0.093520103,0.057262081,0.019812495,0.277707156,61.9151,42.62347,9.399999619,47465,37514214,J040739.62+423724.4,3/2/12,55961,55960,GAC_064N42_V1,14,214,61.9151,42.62347,0,9.4,25.68,52.1,56.55,Star,STAR,K4,-1.26E-04,2.90E-05,ugrijhk,99,15.2,13.57,0,10.96,10.1,9.88,PILOT,Obj,-,XY0418+4208_V1,0,0,61.9151,42.62347,0,spec-55961-GAC_064N42_V1_sp14-214.fits,4075.370336,1.544205093,-0.317480951,0.078530776,37.81309055,0.093520103,0.057262081,0.019812495,0.277707156,61.9151,42.62347,9.399999619,47465,37514214,J040739.62+423724.4,3/2/12,55961,55960,GAC_064N42_V1,14,214,61.9151,42.62347,0,9.4,25.68,52.1,56.55,Star,STAR,K4,-1.26E-04,2.90E-05,ugrijhk,99,15.2,13.57,0,10.96,10.1,9.88,PILOT,Obj,-,XY0418+4208_V1,0,0,61.9151,42.62347,0,156.9786973,-6.913569196,1.004085636,0.03182761,24.08738285,19.25523947
spec-55961-GAC_064N42_V2_sp06-137.fits,4537.051516,2.068403396,-0.085485907,0.03241358,67.00740569,0.185690178,0.094948965,0.036648357,0.125871542,67.839538,41.79923,8.890000343,47731,37606137,J043121.48+414757.2,3/2/12,55961,55960,GAC_064N42_V2,6,137,67.839538,41.79923,1.87,8.89,11.36,17.27,18.79,Star,STAR,G5,-4.20E-05,3.60E-05,ugrijhk,99,0,13.11,0,10.83,10.11,9.89,PILOT,Obj,-,XY0418+4208_V2,0,0,67.839538,41.79923,0,160.6898051,-4.405686472,-0.032289563,0,spec-55961-GAC_064N42_V2_sp06-137.fits,4537.051516,2.068403396,-0.085485907,0.03241358,67.00740569,0.185690178,0.094948965,0.036648357,0.125871542,67.839538,41.79923,8.890000343,47731,37606137,J043121.48+414757.2,3/2/12,55961,55960,GAC_064N42_V2,6,137,67.839538,41.79923,1.87,8.89,11.36,17.27,18.79,Star,STAR,G5,-4.20E-05,3.60E-05,ugrijhk,99,0,13.11,0,10.83,10.11,9.89,PILOT,Obj,-,XY0418+4208_V2,0,0,67.839538,41.79923,0,spec-55961-GAC_064N42_V2_sp06-137.fits,4537.051516,2.068403396,-0.085485907,0.03241358,67.00740569,0.185690178,0.094948965,0.036648357,0.125871542,67.839538,41.79923,8.890000343,47731,37606137,J043121.48+414757.2,3/2/12,55961,55960,GAC_064N42_V2,6,137,67.839538,41.79923,1.87,8.89,11.36,17.27,18.79,Star,STAR,G5,-4.20E-05,3.60E-05,ugrijhk,99,0,13.11,0,10.83,10.11,9.89,PILOT,Obj,-,XY0418+4208_V2,0,0,67.839538,41.79923,0,160.6898051,-4.405686472,1.054300752,0.132229604,-2.68031653,52.53144064
spec-55961-GAC_064N42_V3_sp04-070.fits,4263.054012,1.767072022,-0.553329787,0.090794715,41.20259175,0.10557769,0.062830473,0.023856072,0.28189014,64.750895,42.373316,12.10999966,48098,37704070,J041900.21+422223.9,3/2/12,55961,55960,GAC_064N42_V3,4,70,64.750895,42.373316,1.32,12.11,29.84,49.8,56.69,Star,STAR,G5,-1.14E-04,3.00E-05,ugrijhk,99,14.89,13.07,0,10.13,9.21,8.97,PILOT,Obj,-,XY0418+4208_V3,0,0,64.750895,42.373316,0,158.673728,-5.65060748,0.752432964,0.039220347,spec-55961-GAC_064N42_V3_sp04-070.fits,4263.054012,1.767072022,-0.553329787,0.090794715,41.20259175,0.10557769,0.062830473,0.023856072,0.28189014,64.750895,42.373316,12.10999966,48098,37704070,J041900.21+422223.9,3/2/12,55961,55960,GAC_064N42_V3,4,70,64.750895,42.373316,1.32,12.11,29.84,49.8,56.69,Star,STAR,G5,-1.14E-04,3.00E-05,ugrijhk,99,14.89,13.07,0,10.13,9.21,8.97,PILOT,Obj,-,XY0418+4208_V3,0,0,64.750895,42.373316,0,spec-55961-GAC_064N42_V3_sp04-070.fits,4263.054012,1.767072022,-0.553329787,0.090794715,41.20259175,0.10557769,0.062830473,0.023856072,0.28189014,64.750895,42.373316,12.10999966,48098,37704070,J041900.21+422223.9,3/2/12,55961,55960,GAC_064N42_V3,4,70,64.750895,42.373316,1.32,12.11,29.84,49.8,56.69,Star,STAR,G5,-1.14E-04,3.00E-05,ugrijhk,99,14.89,13.07,0,10.13,9.21,8.97,PILOT,Obj,-,XY0418+4208_V3,0,0,64.750895,42.373316,0,158.673728,-5.65060748,0.912767261,0.160454619,-7.417548992,30.09622279
spec-55961-GAC_064N42_V3_sp05-199.fits,4767.557584,2.235102659,-0.26008664,0.118850341,23.86741319,0.065292604,0.032060071,0.017867519,0.909916876,63.039359,41.300285,35.36000061,48164,37705199,J041209.44+411801.0,3/2/12,55961,55960,GAC_064N42_V3,5,199,63.039359,41.300285,5.65,35.36,16.66,21.96,23.42,Star,STAR,G5,-6.90E-05,4.00E-05,ugrijhk,99,15,13.53,0,11.12,10.36,10.19,PILOT,Obj,-,XY0418+4208_V3,0,0,63.039359,41.300285,0,158.5048673,-7.308650019,1.125912991,0.130212051,spec-55961-GAC_064N42_V3_sp05-199.fits,4767.557584,2.235102659,-0.26008664,0.118850341,23.86741319,0.065292604,0.032060071,0.017867519,0.909916876,63.039359,41.300285,35.36000061,48164,37705199,J041209.44+411801.0,3/2/12,55961,55960,GAC_064N42_V3,5,199,63.039359,41.300285,5.65,35.36,16.66,21.96,23.42,Star,STAR,G5,-6.90E-05,4.00E-05,ugrijhk,99,15,13.53,0,11.12,10.36,10.19,PILOT,Obj,-,XY0418+4208_V3,0,0,63.039359,41.300285,0,spec-55961-GAC_064N42_V3_sp05-199.fits,4767.557584,2.235102659,-0.26008664,0.118850341,23.86741319,0.065292604,0.032060071,0.017867519,0.909916876,63.039359,41.300285,35.36000061,48164,37705199,J041209.44+411801.0,3/2/12,55961,55960,GAC_064N42_V3,5,199,63.039359,41.300285,5.65,35.36,16.66,21.96,23.42,Star,STAR,G5,-6.90E-05,4.00E-05,ugrijhk,99,15,13.53,0,11.12,10.36,10.19,PILOT,Obj,-,XY0418+4208_V3,0,0,63.039359,41.300285,0,158.5048673,-7.308650019,1.196209557,0.153010105,22.08227563,35.49250763
spec-55961-GAC_100N13_V2_sp10-243.fits,4925.796894,2.927002265,-0.573176842,-0.030029405,112.0669346,0.222277983,0.132520298,0.030552659,0.189052069,99.203443,13.123164,8.729999542,49258,37910243,J063648.82+130723.3,3/2/12,55961,55960,GAC_100N13_V2,10,243,99.203443,13.123164,1.78,8.73,19.06,25.62,25.86,Star,STAR,G5,2.86E-04,4.30E-05,ugrijhk,99,14.74,13.74,13.27,11.87,11.29,11.16,PILOT,Obj,-,XY0643+1313_V2,0,0,99.203443,13.123164,0,199.5963875,2.766140654,0.766904268,0.160764298,spec-55961-GAC_100N13_V2_sp10-243.fits,4925.796894,2.927002265,-0.573176842,-0.030029405,112.0669346,0.222277983,0.132520298,0.030552659,0.189052069,99.203443,13.123164,8.729999542,49258,37910243,J063648.82+130723.3,3/2/12,55961,55960,GAC_100N13_V2,10,243,99.203443,13.123164,1.78,8.73,19.06,25.62,25.86,Star,STAR,G5,2.86E-04,4.30E-05,ugrijhk,99,14.74,13.74,13.27,11.87,11.29,11.16,PILOT,Obj,-,XY0643+1313_V2,0,0,99.203443,13.123164,0,spec-55961-GAC_100N13_V2_sp10-243.fits,4925.796894,2.927002265,-0.573176842,-0.030029405,112.0669346,0.222277983,0.132520298,0.030552659,0.189052069,99.203443,13.123164,8.729999542,49258,37910243,J063648.82+130723.3,3/2/12,55961,55960,GAC_100N13_V2,10,243,99.203443,13.123164,1.78,8.73,19.06,25.62,25.86,Star,STAR,G5,2.86E-04,4.30E-05,ugrijhk,99,14.74,13.74,13.27,11.87,11.29,11.16,PILOT,Obj,-,XY0643+1313_V2,0,0,99.203443,13.123164,0,199.5963875,2.766140654,1.193923051,0.138390954,-49.4345168,36.04361046
spec-55966-GAC_104N11_V4_sp13-076.fits,4754.055689,2.642433012,-0.562990871,-0.020342244,52.97895663,0.116375338,0.068439194,0.018277584,0.24334242,106.3502,12.064179,19.18000031,50670,38713076,J070524.04+120351.0,8/2/12,55966,55965,GAC_104N11_V4,13,76,106.3502,12.064179,5.85,19.18,22.15,21.39,23.91,Star,STAR,G5,2.01E-04,6.10E-05,ugrijhk,99,14.08,12.96,12.53,11.08,10.41,10.25,PILOT,Obj,-,XY0657+1154_V4,0,0,106.3502,12.064179,0,203.6878876,8.528174589,-0.053464933,0,spec-55966-GAC_104N11_V4_sp13-076.fits,4754.055689,2.642433012,-0.562990871,-0.020342244,52.97895663,0.116375338,0.068439194,0.018277584,0.24334242,106.3502,12.064179,19.18000031,50670,38713076,J070524.04+120351.0,8/2/12,55966,55965,GAC_104N11_V4,13,76,106.3502,12.064179,5.85,19.18,22.15,21.39,23.91,Star,STAR,G5,2.01E-04,6.10E-05,ugrijhk,99,14.08,12.96,12.53,11.08,10.41,10.25,PILOT,Obj,-,XY0657+1154_V4,0,0,106.3502,12.064179,0,spec-55966-GAC_104N11_V4_sp13-076.fits,4754.055689,2.642433012,-0.562990871,-0.020342244,52.97895663,0.116375338,0.068439194,0.018277584,0.24334242,106.3502,12.064179,19.18000031,50670,38713076,J070524.04+120351.0,8/2/12,55966,55965,GAC_104N11_V4,13,76,106.3502,12.064179,5.85,19.18,22.15,21.39,23.91,Star,STAR,G5,2.01E-04,6.10E-05,ugrijhk,99,14.08,12.96,12.53,11.08,10.41,10.25,PILOT,Obj,-,XY0657+1154_V4,0,0,106.3502,12.064179,0,203.6878876,8.528174589,1.096169748,0.154372578,24.08738297,53.644815
spec-55967-GAC_100N13_V4_sp14-113.fits,4612.956467,2.325295891,-0.398814235,0.010836311,80.01926318,0.210482057,0.107136099,0.033549726,0.188736405,98.755236,13.795746,7.340000153,52476,39414113,J063501.25+134744.6,9/2/12,55967,55966,GAC_100N13_V4,14,113,98.755236,13.795746,1.45,7.34,18.89,33.16,31.95,Star,STAR,G5,1.59E-04,5.40E-05,ugrijhk,99,99,99,99,11.65,10.92,10.72,PILOT,Obj,-,XY0643+1313_V4,0,0,98.755236,13.795746,0,198.797951,2.686694147,0.609657796,0.498120727,spec-55967-GAC_100N13_V4_sp14-113.fits,4612.956467,2.325295891,-0.398814235,0.010836311,80.01926318,0.210482057,0.107136099,0.033549726,0.188736405,98.755236,13.795746,7.340000153,52476,39414113,J063501.25+134744.6,9/2/12,55967,55966,GAC_100N13_V4,14,113,98.755236,13.795746,1.45,7.34,18.89,33.16,31.95,Star,STAR,G5,1.59E-04,5.40E-05,ugrijhk,99,99,99,99,11.65,10.92,10.72,PILOT,Obj,-,XY0643+1313_V4,0,0,98.755236,13.795746,0,spec-55967-GAC_100N13_V4_sp14-113.fits,4612.956467,2.325295891,-0.398814235,0.010836311,80.01926318,0.210482057,0.107136099,0.033549726,0.188736405,98.755236,13.795746,7.340000153,52476,39414113,J063501.25+134744.6,9/2/12,55967,55966,GAC_100N13_V4,14,113,98.755236,13.795746,1.45,7.34,18.89,33.16,31.95,Star,STAR,G5,1.59E-04,5.40E-05,ugrijhk,99,99,99,99,11.65,10.92,10.72,PILOT,Obj,-,XY0643+1313_V4,0,0,98.755236,13.795746,0,198.797951,2.686694147,0.953637937,0.24667595,-8.703399609,47.92444484
spec-55976-GAC_084N40_V1_sp07-035.fits,4979.383516,2.264109144,-0.664408624,0.234509912,49.77422668,0.112275934,0.063896631,0.018317839,0.273975401,84.928498,38.624401,18.59000015,56474,42607035,J053942.83+383727.8,18/2/12,55976,55975,GAC_084N40_V1,7,35,84.928498,38.624401,1.7,18.59,44.9,67.89,55.91,Star,STAR,G5,-2.86E-04,5.70E-05,ugrijhk,99,99,99,99,12.01,11.39,11.22,PILOT,Obj,-,XY0536+4010_V1,0,0,84.928498,38.624401,0,171.1052203,4.046479634,0.814818726,0.068905167,spec-55976-GAC_084N40_V1_sp07-035.fits,4979.383516,2.264109144,-0.664408624,0.234509912,49.77422668,0.112275934,0.063896631,0.018317839,0.273975401,84.928498,38.624401,18.59000015,56474,42607035,J053942.83+383727.8,18/2/12,55976,55975,GAC_084N40_V1,7,35,84.928498,38.624401,1.7,18.59,44.9,67.89,55.91,Star,STAR,G5,-2.86E-04,5.70E-05,ugrijhk,99,99,99,99,12.01,11.39,11.22,PILOT,Obj,-,XY0536+4010_V1,0,0,84.928498,38.624401,0,spec-55976-GAC_084N40_V1_sp07-035.fits,4979.383516,2.264109144,-0.664408624,0.234509912,49.77422668,0.112275934,0.063896631,0.018317839,0.273975401,84.928498,38.624401,18.59000015,56474,42607035,J053942.83+383727.8,18/2/12,55976,55975,GAC_084N40_V1,7,35,84.928498,38.624401,1.7,18.59,44.9,67.89,55.91,Star,STAR,G5,-2.86E-04,5.70E-05,ugrijhk,99,99,99,99,12.01,11.39,11.22,PILOT,Obj,-,XY0536+4010_V1,0,0,84.928498,38.624401,0,171.1052203,4.046479634,1.220941526,0.090638905,-10.28379695,18.7174356
spec-55976-GAC_084N40_V1_sp16-231.fits,4785.47473,2.591699531,-0.255490629,0.009995957,73.49777001,0.17759288,0.091004054,0.027092456,0.258934753,82.846931,42.331127,8.890000343,57119,42616231,J053123.26+421952.0,18/2/12,55976,55975,GAC_084N40_V1,16,231,82.846931,42.331127,1.37,8.89,23.96,42.85,36.32,Star,STAR,G5,1.37E-04,5.00E-05,ugrijhk,99,99,99,99,11.66,10.97,10.75,PILOT,Obj,-,XY0536+4010_V1,0,0,82.846931,42.331127,0,167.1162069,4.697946174,-0.090965997,0,spec-55976-GAC_084N40_V1_sp16-231.fits,4785.47473,2.591699531,-0.255490629,0.009995957,73.49777001,0.17759288,0.091004054,0.027092456,0.258934753,82.846931,42.331127,8.890000343,57119,42616231,J053123.26+421952.0,18/2/12,55976,55975,GAC_084N40_V1,16,231,82.846931,42.331127,1.37,8.89,23.96,42.85,36.32,Star,STAR,G5,1.37E-04,5.00E-05,ugrijhk,99,99,99,99,11.66,10.97,10.75,PILOT,Obj,-,XY0536+4010_V1,0,0,82.846931,42.331127,0,spec-55976-GAC_084N40_V1_sp16-231.fits,4785.47473,2.591699531,-0.255490629,0.009995957,73.49777001,0.17759288,0.091004054,0.027092456,0.258934753,82.846931,42.331127,8.890000343,57119,42616231,J053123.26+421952.0,18/2/12,55976,55975,GAC_084N40_V1,16,231,82.846931,42.331127,1.37,8.89,23.96,42.85,36.32,Star,STAR,G5,1.37E-04,5.00E-05,ugrijhk,99,99,99,99,11.66,10.97,10.75,PILOT,Obj,-,XY0536+4010_V1,0,0,82.846931,42.331127,0,167.1162069,4.697946174,0.996373925,0.194282248,-28.66853703,34.99909162
spec-55977-GAC_080N37_V1_sp07-212.fits,4914.10519,2.729910844,-0.085271238,0.027178943,47.74026938,0.118051374,0.056101162,0.018429721,0.275782399,81.681912,35.691755,9.829999924,59249,43307212,J052643.65+354130.3,19/2/12,55977,55976,GAC_080N37_V1,7,212,81.681912,35.691755,1.09,9.83,42.15,75.45,67.14,Star,STAR,G5,-6.30E-05,4.20E-05,ugrijhk,99,15.45,13.73,0,10.87,10.03,9.77,PILOT,Obj,-,XY0520+3726_V1,0,0,81.681912,35.691755,0,172.1610526,0.281134345,-0.025878141,0,spec-55977-GAC_080N37_V1_sp07-212.fits,4914.10519,2.729910844,-0.085271238,0.027178943,47.74026938,0.118051374,0.056101162,0.018429721,0.275782399,81.681912,35.691755,9.829999924,59249,43307212,J052643.65+354130.3,19/2/12,55977,55976,GAC_080N37_V1,7,212,81.681912,35.691755,1.09,9.83,42.15,75.45,67.14,Star,STAR,G5,-6.30E-05,4.20E-05,ugrijhk,99,15.45,13.73,0,10.87,10.03,9.77,PILOT,Obj,-,XY0520+3726_V1,0,0,81.681912,35.691755,0,spec-55977-GAC_080N37_V1_sp07-212.fits,4914.10519,2.729910844,-0.085271238,0.027178943,47.74026938,0.118051374,0.056101162,0.018429721,0.275782399,81.681912,35.691755,9.829999924,59249,43307212,J052643.65+354130.3,19/2/12,55977,55976,GAC_080N37_V1,7,212,81.681912,35.691755,1.09,9.83,42.15,75.45,67.14,Star,STAR,G5,-6.30E-05,4.20E-05,ugrijhk,99,15.45,13.73,0,10.87,10.03,9.77,PILOT,Obj,-,XY0520+3726_V1,0,0,81.681912,35.691755,0,172.1610526,0.281134345,1.004571927,0.036532586,-49.43451639,18.52558192
